Overall,Height,Weight,Age,Weak_foot,Skill_Moves,Ball_Control,Dribbling,Marking,Sliding_Tackle,Standing_Tackle,Aggression,Reactions,Attacking_Position,Interceptions,Vision,Composure,Crossing,Short_Pass,Long_Pass,Acceleration,Speed,Stamina,Strength,Balance,Agility,Jumping,Heading,Shot_Power,Finishing,Long_Shots,Curve,Freekick_Accuracy,Penalties,Volleys,GK_Positioning,GK_Diving,GK_Kicking,GK_Handling,GK_Reflexes
0,181,75,32,3,4,66,67,45,36,40,35,63,66,44,59,67,63,63,56,51,54,73,75,59,73,84,74,70,65,64,40,43,65,57,7,7,13,15,16
0,170,63,33,2,2,60,57,70,73,63,74,68,46,50,54,56,71,61,55,70,68,91,63,81,65,71,47,55,42,47,37,31,57,54,16,10,11,14,9
0,171,70,33,4,2,66,64,61,59,66,54,63,57,63,66,65,60,70,66,68,68,83,65,79,85,81,55,67,56,66,68,68,66,59,12,15,12,11,9
0,182,74,37,3,1,23,14,15,14,13,26,71,17,24,42,68,18,29,31,50,52,21,65,53,70,70,14,23,13,13,18,14,21,14,64,66,69,67,64
0,191,78,31,3,3,68,59,17,18,42,63,56,64,23,60,62,39,58,43,58,64,72,89,41,65,71,71,73,65,61,44,35,64,65,8,9,9,10,6
0,173,70,34,1,3,63,69,36,35,39,40,59,67,47,50,61,64,65,64,88,88,66,58,77,83,61,37,58,51,42,52,56,50,45,5,8,7,8,10
0,184,84,32,3,2,63,60,66,67,69,75,65,56,66,55,71,71,65,63,59,64,65,77,58,58,76,63,82,50,68,63,71,64,61,7,15,6,16,9
0,188,80,34,4,2,58,39,66,67,71,60,67,37,64,44,69,32,52,49,37,43,57,74,50,55,58,72,44,40,43,23,34,29,31,8,16,12,15,10
0,178,71,33,3,2,66,65,62,66,65,57,61,56,63,62,66,67,65,64,71,72,77,74,74,74,78,62,62,39,53,66,68,49,36,16,14,13,6,11
0,190,90,34,2,1,22,12,13,13,12,31,70,11,21,32,51,19,33,21,42,40,34,73,56,54,72,13,47,8,15,18,11,36,14,64,66,64,64,67
0,184,78,34,3,2,43,24,67,64,66,76,65,23,56,69,50,26,56,55,43,56,82,77,57,32,83,74,57,44,48,29,34,40,38,6,16,7,9,15
0,179,73,37,4,3,67,62,66,65,68,58,62,57,65,55,50,65,65,66,72,67,68,66,61,70,64,61,69,53,48,60,66,57,61,10,7,11,16,8
0,175,68,33,4,2,64,63,64,63,62,47,64,48,67,57,73,65,61,64,71,77,76,74,83,78,82,52,63,56,57,63,70,66,56,12,14,13,14,8
0,190,85,32,3,1,16,17,16,12,9,32,69,15,15,27,38,16,16,15,31,38,37,61,30,55,43,12,24,12,14,12,13,14,12,64,68,55,68,66
0,191,89,32,3,2,56,53,66,60,67,78,56,25,66,43,46,50,58,57,32,31,67,82,38,29,33,71,55,19,20,27,42,44,24,13,6,16,15,10
0,187,74,32,4,2,64,46,66,65,70,58,52,27,69,70,73,48,69,65,43,45,65,67,52,45,63,70,66,32,49,53,52,64,44,8,9,13,10,10
0,187,73,36,2,1,12,13,12,14,15,40,68,13,26,33,56,15,18,11,54,59,34,50,54,41,57,12,16,14,11,12,15,21,13,62,72,68,61,67
0,178,67,32,3,3,70,70,20,28,31,63,65,71,33,71,74,61,62,58,65,67,68,69,75,74,65,50,63,69,65,60,66,73,61,9,8,11,13,14
0,177,68,38,3,2,63,57,62,67,71,68,58,62,64,73,67,67,70,70,63,55,58,61,67,57,68,62,69,44,70,51,45,59,59,12,9,10,6,7
0,187,80,32,3,2,53,34,68,62,73,77,51,40,62,46,52,34,59,46,42,39,45,81,57,27,65,63,59,39,30,31,42,50,34,10,15,6,16,10
0,185,83,34,3,1,12,11,11,13,11,36,66,16,23,50,59,12,13,12,53,52,24,63,57,48,68,13,13,13,12,16,14,11,14,64,73,75,55,69
0,181,75,34,3,3,69,66,42,38,51,45,62,63,58,70,62,79,72,74,48,47,32,66,65,51,49,43,67,68,73,77,79,81,63,8,12,13,6,14
0,183,80,33,3,1,19,12,12,13,12,29,59,9,15,38,30,10,35,25,34,36,30,59,42,43,51,15,20,12,13,14,9,13,10,69,66,68,66,67
0,188,92,34,3,1,22,13,13,13,20,34,58,19,17,47,65,13,11,30,32,50,30,64,61,41,56,11,21,11,12,14,16,17,14,67,68,63,67,67
0,190,88,34,3,1,23,33,30,25,34,22,70,15,22,19,63,33,42,38,54,41,28,72,46,43,77,14,19,21,15,12,41,45,12,68,62,67,66,65
0,177,72,34,3,2,66,64,41,36,66,68,68,59,72,64,69,47,69,68,55,55,69,58,70,68,64,48,63,33,71,53,58,53,43,15,10,6,14,8
0,188,86,33,3,1,19,15,14,15,14,40,68,9,24,17,57,14,23,22,33,35,42,74,34,33,76,14,24,11,9,11,12,22,10,64,67,58,68,67
0,190,77,37,2,1,33,17,13,13,9,13,64,4,3,55,21,15,23,23,27,30,29,65,22,31,53,11,34,13,11,12,14,38,12,64,66,67,69,64
0,185,80,33,3,2,61,54,65,63,66,68,61,36,67,42,65,51,64,62,52,53,49,77,60,58,78,63,49,31,48,54,51,54,36,15,9,10,16,7
0,191,78,33,3,2,57,32,64,64,68,75,48,39,68,32,57,33,59,56,47,51,57,79,53,40,60,70,51,31,23,29,44,36,20,11,10,12,6,12
0,184,78,33,3,3,64,62,44,22,21,56,71,60,37,65,57,69,68,62,72,75,65,63,64,77,58,27,84,60,63,66,63,62,66,11,16,12,11,7
0,188,92,34,2,1,18,10,13,10,13,37,68,12,18,59,49,17,38,35,44,39,27,65,50,37,63,14,21,13,13,11,16,21,17,66,64,65,67,68
0,178,73,34,2,3,64,66,66,63,66,72,64,62,66,62,65,67,68,62,62,65,86,65,71,71,71,36,67,60,68,64,65,58,54,8,11,7,7,11
0,183,88,34,3,3,66,68,58,62,63,83,77,84,57,73,78,68,63,60,33,52,50,83,59,55,62,76,79,70,67,62,58,72,70,16,11,10,16,7
0,196,86,36,2,1,26,11,11,12,12,40,68,13,24,21,62,13,28,18,51,52,44,76,51,54,32,20,25,11,13,13,11,41,12,65,64,63,70,67
0,188,83,35,3,2,44,35,66,64,66,69,62,50,71,60,70,25,50,48,44,33,70,85,31,49,62,71,50,32,43,38,37,37,13,10,11,14,10,15
0,195,95,39,3,2,55,24,63,55,60,72,68,31,70,49,75,33,56,58,31,30,32,91,32,46,50,74,74,46,61,53,63,62,43,6,14,10,9,11
0,173,70,33,4,3,66,68,37,21,26,47,62,67,34,63,65,64,55,49,82,80,63,61,75,70,59,41,80,64,67,55,66,60,66,14,14,9,12,11
0,177,78,32,3,3,64,61,24,19,23,76,63,73,39,46,60,48,48,64,62,66,57,76,70,61,76,57,75,73,54,66,61,68,63,9,9,15,7,10
0,185,78,34,3,1,33,16,14,17,14,39,63,12,27,26,42,12,17,30,43,49,31,72,31,61,70,14,35,13,13,13,24,14,14,71,64,65,66,65
0,189,80,35,4,2,50,37,62,65,69,75,62,32,71,40,62,40,50,50,38,34,36,80,40,42,68,67,58,29,26,32,30,41,26,11,9,13,11,9
0,191,95,35,3,2,65,61,35,32,38,59,73,70,21,64,71,47,58,35,47,40,57,85,49,53,68,67,68,68,60,54,35,74,66,15,9,10,10,14
0,181,77,36,3,3,76,72,31,26,25,42,73,71,45,74,74,69,69,65,47,41,46,57,62,53,45,39,74,64,72,83,79,65,68,6,11,7,16,6
0,183,72,36,2,2,47,37,73,65,64,70,61,48,66,46,59,55,62,56,30,30,54,73,56,31,60,73,68,27,39,46,23,66,27,14,9,14,9,10
0,179,72,19,3,3,68,65,56,49,58,57,70,59,59,65,58,67,69,64,73,75,70,62,70,80,74,45,63,65,57,72,65,70,61,15,15,11,7,10
0,190,85,25,2,2,41,39,64,68,72,60,50,30,63,32,43,30,52,27,51,60,58,83,45,44,60,65,44,26,20,33,35,42,34,9,10,10,11,12
0,173,68,29,3,2,52,66,59,71,72,65,64,44,69,51,54,52,70,65,69,68,70,67,78,60,66,40,36,44,44,45,43,50,38,9,15,12,12,10
0,191,85,24,3,2,56,24,61,60,70,67,46,21,66,28,43,23,58,57,57,57,60,72,56,47,73,71,39,17,21,25,26,37,25,10,8,10,6,11
0,186,78,30,2,2,59,62,19,18,19,56,52,69,19,59,65,39,61,47,79,66,67,64,68,68,74,69,75,65,59,66,45,67,55,12,9,6,10,7
0,177,75,25,3,2,69,72,42,55,51,49,49,44,27,65,58,61,77,72,57,61,40,64,69,50,54,56,63,70,63,72,67,74,53,10,14,7,10,10
0,179,71,19,3,4,65,77,30,35,27,52,58,61,28,69,66,54,65,63,68,68,58,69,82,63,43,36,49,58,45,62,60,48,53,8,8,7,6,7
0,189,77,22,2,2,38,31,66,64,68,69,59,30,62,33,48,33,50,38,57,57,66,74,51,45,71,69,40,25,30,31,32,40,35,13,11,10,9,8
0,177,66,18,3,4,70,70,38,25,30,33,57,64,31,58,39,70,63,57,71,69,49,47,64,65,48,35,57,63,62,66,48,46,54,11,14,15,13,11
0,176,74,19,4,3,67,78,17,24,31,57,66,59,22,56,68,65,59,48,84,74,47,35,74,82,49,33,54,61,41,40,33,52,48,10,11,6,13,12
0,184,76,29,3,2,53,45,58,64,70,74,63,29,72,32,57,28,37,21,68,67,55,66,57,73,75,69,51,43,34,22,27,38,49,7,8,12,11,13
0,178,71,20,3,2,55,54,64,62,65,67,58,66,59,58,60,59,54,51,92,96,75,59,66,70,67,56,61,38,42,49,31,54,36,8,6,10,13,7
0,167,63,19,3,2,72,71,36,55,59,57,49,65,52,59,62,55,71,68,64,69,66,59,65,60,58,42,58,66,60,38,35,37,32,15,9,13,7,8
0,190,83,19,4,2,66,56,21,12,12,43,60,68,33,52,64,39,58,30,67,72,70,72,64,67,75,68,65,67,43,42,33,66,59,8,13,5,12,15
0,183,78,20,3,3,62,65,16,18,13,78,52,60,10,41,51,30,62,48,78,72,63,71,59,68,64,70,75,64,51,32,25,60,49,8,12,8,11,7
0,187,78,26,2,2,58,53,63,64,62,67,62,50,64,52,58,65,64,66,64,69,69,73,53,58,71,67,65,23,43,51,38,36,21,8,9,10,11,10
0,193,80,30,3,4,67,65,23,22,27,47,58,69,38,64,72,66,67,63,58,65,66,69,43,50,53,69,67,69,61,63,41,68,64,10,5,15,12,15
0,180,74,22,3,2,29,22,70,68,71,44,61,28,63,31,59,22,61,45,62,58,61,74,45,57,72,72,37,19,23,31,28,38,29,7,13,12,13,15
0,183,75,19,3,3,77,68,45,57,47,46,63,50,27,55,60,56,74,71,73,76,60,75,61,61,58,57,67,57,47,60,49,57,56,14,15,11,9,10
0,190,80,24,3,1,14,8,6,10,12,26,51,7,7,24,31,11,24,21,26,31,28,60,27,23,66,10,18,5,6,13,13,17,9,70,67,68,64,67
0,178,77,25,2,3,57,63,34,43,44,74,52,62,33,46,58,42,62,44,85,78,81,67,72,68,84,68,70,65,72,55,58,56,67,9,12,8,16,13
0,182,75,25,3,3,72,65,23,22,24,29,55,58,22,70,52,60,71,43,71,69,60,62,51,58,50,55,55,60,59,50,52,68,53,10,15,9,12,15
0,168,64,29,3,3,64,67,45,40,36,61,72,60,54,68,70,67,64,54,74,68,67,61,70,80,67,69,68,54,54,58,60,68,49,11,13,16,10,10
0,172,71,33,3,2,75,65,60,62,59,60,60,67,70,59,72,64,73,53,65,58,61,64,73,70,70,51,71,50,70,56,45,67,62,7,7,13,16,9
0,191,90,33,3,2,50,37,72,76,74,68,58,23,74,23,57,57,71,60,49,58,55,68,59,44,63,58,55,32,45,23,50,55,22,9,16,8,9,7
0,186,85,33,3,2,61,59,59,66,68,74,62,49,66,62,65,62,64,51,59,71,72,78,66,60,71,65,75,41,72,48,63,55,57,13,14,14,9,8
0,179,82,21,3,2,52,58,63,68,66,68,67,24,69,32,49,58,58,51,66,69,68,74,62,68,78,69,62,23,29,35,31,45,41,8,15,6,10,7
0,170,68,25,3,3,62,66,50,54,59,64,58,54,39,67,56,57,71,70,73,76,72,42,73,72,69,55,66,64,55,62,52,60,54,7,11,8,7,8
0,184,73,20,3,2,66,59,62,61,64,70,70,49,70,55,49,49,67,70,63,61,58,47,56,57,59,58,45,58,49,48,47,39,39,6,8,11,11,9
0,159,58,17,3,3,65,70,36,45,41,40,45,60,23,60,55,66,64,62,70,81,74,52,67,75,75,48,66,55,56,63,41,61,54,11,13,8,13,11
0,174,66,23,2,3,67,71,21,31,33,31,70,63,23,54,53,59,58,46,83,74,66,44,78,78,67,39,71,62,52,61,46,61,57,7,5,10,11,6
0,193,82,21,2,1,35,24,8,22,23,24,58,7,18,31,33,20,33,46,41,48,39,61,32,45,60,21,52,25,28,27,21,23,29,67,63,59,71,63
0,186,80,19,3,1,25,18,8,17,16,25,52,6,15,53,48,10,55,47,32,42,48,63,35,42,62,16,55,8,6,13,11,12,8,67,68,65,66,68
0,190,88,22,2,2,65,64,63,64,65,72,58,38,65,50,59,44,69,62,60,66,67,89,43,55,68,70,79,48,78,41,46,52,32,12,14,8,10,7
0,185,84,29,3,2,35,27,64,67,69,50,47,24,72,28,38,28,34,27,54,56,75,84,53,49,73,71,38,22,19,24,24,34,22,10,15,14,13,9
0,175,70,21,3,3,64,68,20,30,34,42,69,60,24,59,55,59,66,60,72,75,66,47,75,61,48,46,63,60,55,52,47,51,41,12,7,11,11,13
0,178,76,26,3,3,67,66,45,47,42,55,59,56,47,60,55,73,64,59,73,70,70,61,66,59,62,49,63,61,72,70,72,57,41,11,11,13,12,8
0,168,65,22,3,3,66,72,20,29,36,48,59,55,23,64,58,60,63,59,81,75,60,39,85,82,65,46,70,60,57,58,51,74,59,8,8,15,9,12
0,187,78,22,3,2,63,50,64,62,66,70,64,31,65,33,52,53,44,39,63,62,60,70,53,45,74,67,42,30,26,40,32,39,33,12,11,14,6,14
0,181,68,25,2,2,71,68,53,55,61,83,73,66,63,62,66,54,65,63,66,64,76,61,68,52,53,41,77,50,40,59,66,54,61,14,13,13,9,12
0,189,76,22,2,2,71,69,60,62,67,70,69,66,60,66,63,59,68,56,66,68,73,72,51,58,63,64,63,33,41,56,41,54,45,5,9,6,14,12
0,173,71,27,3,2,65,64,63,64,63,68,64,59,66,58,52,68,67,64,74,75,75,76,64,68,64,65,54,48,52,63,66,60,57,11,12,10,13,9
0,169,72,27,3,2,61,60,65,59,52,71,62,59,67,64,46,50,73,73,60,62,78,49,78,62,45,42,61,63,70,64,53,73,75,11,13,14,12,10
0,177,69,21,3,2,67,62,57,56,57,74,64,58,66,66,63,58,62,68,64,68,77,74,69,71,59,67,57,64,56,57,70,48,48,8,5,13,15,10
0,168,65,20,3,3,69,71,21,32,33,49,51,63,17,55,56,60,62,53,88,84,68,51,77,76,43,35,61,64,51,56,37,55,53,10,13,7,7,5
0,184,78,23,3,2,47,25,67,65,67,74,66,24,60,33,61,28,50,34,59,55,70,72,53,52,79,64,54,38,23,24,25,39,50,13,11,6,14,14
0,178,77,29,4,3,66,68,51,47,49,59,63,70,47,71,58,66,61,54,71,66,64,67,71,72,64,49,58,56,69,59,57,68,49,5,12,10,9,5
0,178,73,22,2,2,54,51,70,71,63,64,62,48,65,46,43,59,55,46,68,74,71,57,71,66,72,57,51,37,35,53,45,44,29,7,9,6,10,13
0,181,69,30,3,2,66,55,43,64,69,61,57,37,68,47,42,44,73,69,64,62,72,67,68,60,57,53,56,39,38,42,41,39,30,10,11,10,11,11
0,185,76,21,3,2,61,58,61,67,68,70,62,47,63,46,37,63,57,54,74,78,73,71,57,67,59,56,61,41,39,61,52,49,34,10,8,14,10,13
0,182,75,19,3,3,62,68,26,23,23,61,55,64,31,62,66,66,66,61,78,80,64,56,68,75,61,54,75,66,63,68,44,60,66,11,6,13,7,9
0,190,80,23,2,1,13,9,9,14,10,24,55,6,6,24,31,13,25,16,32,21,27,60,28,28,37,13,18,7,9,12,12,11,6,69,67,59,66,63
0,184,65,20,2,3,60,70,15,16,17,28,59,60,14,54,59,50,60,48,73,73,58,45,64,56,68,70,67,71,61,54,39,69,53,5,11,11,8,9
0,184,80,22,3,2,64,66,13,13,16,60,62,62,20,48,59,42,55,36,65,73,66,73,67,69,73,65,65,68,60,49,38,61,55,10,8,12,7,10
0,185,66,23,3,3,63,65,44,53,45,60,58,59,49,62,42,50,70,71,75,79,66,60,55,60,55,58,70,60,70,65,68,53,54,7,6,6,10,10
0,193,89,25,3,2,65,60,64,65,66,61,68,34,68,60,55,50,61,60,62,65,68,77,55,57,55,60,58,36,34,44,40,49,38,12,13,6,10,12
0,179,65,23,4,2,69,66,72,70,73,49,60,61,63,60,60,61,63,66,80,73,71,48,65,67,69,65,53,41,55,48,59,43,49,6,10,9,6,11
0,176,70,19,4,3,67,71,31,40,44,60,57,57,35,66,63,62,63,63,83,80,64,42,80,79,60,37,69,47,70,74,60,50,59,15,9,11,7,8
0,175,72,18,3,3,70,72,18,20,19,38,57,60,24,56,47,66,64,48,79,77,53,49,78,83,63,45,65,63,58,62,44,59,57,6,9,5,7,14
0,184,73,21,3,2,61,32,67,64,72,62,55,27,60,25,58,23,63,55,61,56,60,58,54,44,69,71,42,16,31,21,28,31,29,6,13,12,14,6
0,189,76,21,4,2,67,68,61,57,66,67,63,47,62,58,67,55,69,65,66,71,70,70,54,62,63,57,65,31,52,43,45,40,52,13,7,13,5,15
0,184,78,24,3,2,69,66,53,54,65,54,67,39,62,64,68,48,69,66,71,62,74,81,57,60,64,44,67,58,64,37,42,52,51,11,7,13,14,5
0,174,67,33,3,3,65,68,29,33,27,31,62,62,23,63,65,67,65,54,77,74,68,47,77,75,50,52,63,54,56,58,48,59,61,15,7,9,9,5
0,165,65,22,3,2,69,63,56,59,65,58,54,65,52,58,58,44,72,65,57,62,82,42,70,83,32,27,76,41,73,44,45,51,48,6,8,8,14,6
0,190,75,25,2,2,58,54,13,18,12,40,70,70,19,45,69,43,56,40,60,55,62,81,40,57,51,72,67,69,53,43,26,63,60,11,6,7,8,9
0,179,73,26,3,2,66,63,40,40,44,47,61,60,33,66,58,60,68,67,65,68,70,52,58,72,71,47,60,61,62,56,55,56,51,12,13,11,9,13
0,177,65,21,3,3,62,71,34,46,39,64,56,55,40,75,43,51,70,62,70,62,66,41,75,89,58,58,60,45,63,60,62,54,47,5,7,9,11,9
0,180,76,24,3,2,67,67,35,48,42,40,54,62,30,63,59,69,67,66,68,70,66,67,64,68,57,45,68,61,66,64,68,66,62,8,11,14,12,9
0,180,77,23,3,2,60,65,53,67,65,78,62,54,53,55,46,70,67,59,84,85,77,56,70,84,72,43,41,49,38,71,49,48,26,15,7,7,8,6
0,178,71,24,3,2,65,68,56,68,66,65,65,56,63,60,50,60,65,56,78,74,90,59,72,84,68,41,58,54,57,66,43,46,43,12,6,9,13,14
0,187,79,23,3,2,48,46,67,64,68,63,65,30,67,39,47,30,50,41,62,68,64,71,55,46,72,59,48,26,26,23,26,34,25,10,7,10,7,12
0,170,73,25,3,2,59,63,70,67,69,77,61,50,62,49,50,60,59,55,79,65,75,66,86,78,72,40,55,44,37,68,48,63,40,15,14,6,11,7
0,178,72,22,2,2,63,58,67,65,67,71,56,47,66,58,54,43,64,62,66,62,73,72,69,55,61,60,49,36,33,40,35,42,35,9,13,10,11,8
0,188,83,29,2,2,68,52,33,33,31,45,71,71,32,43,73,53,60,61,38,43,41,82,48,36,34,71,69,70,47,55,55,45,52,10,15,12,13,7
0,173,71,25,2,2,56,48,62,65,68,77,76,47,72,42,55,68,50,62,72,62,86,71,73,61,81,55,69,44,50,50,36,50,57,10,7,12,15,11
0,176,70,29,4,2,61,65,62,67,63,74,63,45,71,44,54,61,56,43,68,67,74,65,69,65,71,61,51,39,37,43,36,44,33,12,12,9,9,8
0,173,68,25,3,2,66,68,54,62,63,46,76,56,61,55,50,67,64,55,74,75,66,65,73,72,55,57,63,49,50,64,64,48,44,8,8,11,12,10
0,173,69,29,2,3,60,65,72,74,65,50,68,48,45,53,56,59,61,57,81,82,64,44,75,73,52,51,49,44,47,66,46,67,47,8,8,16,11,8
0,185,80,25,3,3,55,45,70,63,54,55,74,59,64,73,71,60,60,58,65,61,87,73,58,70,86,75,57,45,49,62,47,43,55,8,8,13,8,16
0,185,70,19,3,2,64,57,59,61,61,66,70,38,68,59,51,41,69,64,67,68,75,68,65,66,63,54,55,42,52,41,42,46,39,9,15,10,10,15
0,190,87,21,3,2,48,38,67,65,68,53,63,26,66,42,61,20,58,49,69,73,59,69,64,65,80,64,37,21,23,60,28,31,22,8,15,14,10,5
0,180,74,18,3,3,72,71,61,65,65,61,67,67,62,60,50,69,60,57,78,69,64,55,66,69,65,56,50,51,52,42,39,42,40,5,13,10,9,8
0,188,84,23,2,2,55,52,65,64,67,72,60,23,64,38,37,25,58,58,59,64,63,72,53,42,75,63,45,20,28,25,30,38,28,6,5,6,12,12
0,181,79,23,2,2,40,41,66,64,68,72,61,39,62,31,37,28,37,29,61,64,58,79,59,51,92,64,56,25,25,32,32,42,32,12,8,12,9,12
0,172,72,19,3,3,68,71,22,18,19,52,61,60,16,52,51,59,57,51,75,77,75,73,83,72,65,58,66,67,58,44,35,66,60,8,5,12,11,7
0,174,70,25,3,3,67,62,25,26,31,68,67,72,21,60,65,52,66,54,62,65,71,61,73,76,70,65,68,61,61,67,62,71,67,10,9,13,11,13
0,183,72,25,3,2,53,51,63,65,71,66,57,38,67,35,60,54,55,60,80,74,75,71,62,57,77,60,58,30,45,35,32,45,36,14,8,11,13,14
0,188,80,20,2,2,61,59,64,65,66,65,60,45,66,36,57,55,64,57,64,57,61,75,60,45,72,61,51,50,30,31,40,53,50,10,10,6,14,5
0,175,70,25,3,2,63,44,62,66,68,72,65,35,58,54,52,73,64,72,68,73,76,63,69,75,74,69,66,30,47,70,52,46,34,6,13,11,12,12
0,182,77,30,3,3,71,73,11,16,17,29,54,66,18,56,57,66,63,57,58,55,79,76,59,73,83,58,69,68,54,68,28,62,46,6,9,14,10,10
0,169,68,26,3,3,63,43,68,64,67,75,63,46,64,44,42,60,56,51,67,65,84,58,78,75,62,47,54,26,32,36,34,45,37,5,9,7,10,15
0,178,74,24,3,3,65,56,12,15,12,32,59,65,10,59,54,28,48,28,77,82,67,62,68,70,65,57,66,74,54,50,32,61,58,13,8,9,15,11
0,172,66,24,5,3,62,59,15,19,14,30,69,58,15,45,65,34,49,34,76,80,66,59,79,76,90,68,72,66,58,40,29,59,57,15,6,5,7,11
0,176,73,29,2,2,62,51,66,72,68,74,57,48,62,40,60,64,63,62,50,57,87,70,68,63,74,58,42,41,46,51,42,37,31,6,7,12,6,7
0,169,63,22,3,2,63,43,63,66,68,84,62,42,66,58,65,53,65,58,72,71,89,41,87,77,72,49,47,32,33,35,30,42,35,14,9,5,7,9
0,193,85,22,3,3,32,30,65,67,66,70,64,50,65,27,46,31,31,29,71,72,70,84,49,70,78,65,35,17,25,27,30,33,40,6,14,6,8,12
0,186,78,28,3,2,33,25,63,65,67,78,66,24,65,33,57,25,37,33,61,59,74,80,53,41,77,69,33,17,22,27,28,34,29,9,9,13,6,6
0,169,63,29,4,4,68,69,38,42,35,46,65,63,27,65,63,42,64,63,81,85,66,37,84,68,68,64,49,59,50,40,41,48,59,10,7,13,8,10
0,174,64,22,3,3,68,75,50,53,57,46,55,58,56,62,60,60,62,61,73,78,50,51,79,78,60,55,56,57,46,50,55,56,53,13,11,14,11,15
0,178,74,26,3,2,61,69,58,67,64,72,59,57,68,39,53,70,59,55,74,77,70,59,66,70,59,54,38,30,30,39,22,27,28,14,14,12,8,13
0,180,70,24,3,3,58,65,56,56,62,45,73,70,68,64,60,57,68,65,69,74,70,64,65,61,68,54,64,49,62,59,51,59,50,6,8,11,6,9
0,184,79,30,3,2,65,58,15,16,18,38,68,71,12,53,59,33,39,33,55,52,58,74,53,58,66,70,65,70,58,32,25,65,57,7,6,10,10,14
0,176,74,22,3,3,68,72,73,58,71,65,70,53,67,53,47,49,58,54,65,67,75,67,68,53,65,48,63,51,55,48,45,48,43,10,15,14,6,14
0,185,83,20,3,2,64,63,60,64,67,70,62,57,70,44,45,63,62,51,68,69,66,69,59,54,65,54,41,28,32,45,35,42,31,9,14,7,11,13
0,171,71,20,3,2,66,65,61,65,66,60,64,57,66,60,47,37,66,67,66,72,60,65,75,52,69,42,48,55,56,37,31,42,33,10,13,8,12,13
0,192,82,28,3,3,66,64,25,23,26,30,57,64,11,41,52,42,62,32,51,52,56,84,32,58,33,67,64,71,68,55,42,63,62,8,9,12,10,14
0,176,68,28,3,3,55,50,69,65,68,71,74,46,72,30,47,68,67,30,50,51,61,61,67,67,70,73,32,29,35,30,33,35,30,8,12,14,12,6
0,185,79,24,3,2,55,54,62,66,65,78,55,35,60,40,52,28,58,49,58,55,65,78,55,60,65,63,42,21,19,27,40,51,25,9,15,10,13,15
0,175,60,28,3,3,61,51,69,72,74,49,65,48,61,36,33,67,62,30,64,60,56,37,77,76,56,67,31,30,36,32,32,31,30,12,9,9,10,7
0,175,72,22,4,3,61,57,56,53,55,67,64,58,59,68,59,52,69,64,68,68,90,68,75,72,65,43,65,62,59,30,39,35,42,11,12,7,6,12
0,186,84,23,3,2,52,50,62,63,70,60,59,28,66,33,60,40,51,45,54,74,76,79,52,45,78,65,64,19,36,32,25,34,30,13,9,15,6,14
0,177,75,35,4,2,64,52,60,61,67,66,60,44,64,53,65,46,73,68,36,40,68,72,66,59,67,55,50,38,44,47,33,45,33,8,6,10,11,6
0,185,79,27,3,4,70,69,36,32,27,40,64,63,29,62,60,57,63,58,64,64,45,81,52,71,58,66,62,63,64,53,50,56,59,13,8,13,9,13
0,171,67,27,3,3,66,65,25,27,20,26,67,67,15,64,52,70,68,67,62,60,56,58,78,56,48,39,45,55,35,37,32,53,36,6,13,7,9,11
0,186,80,29,3,2,52,23,65,66,62,50,65,27,68,33,42,25,59,23,58,59,57,82,50,41,74,63,39,18,20,20,24,32,26,15,7,9,8,10
0,177,70,19,2,3,69,64,31,40,44,39,60,56,29,71,66,47,72,70,67,56,34,31,73,68,55,44,55,52,60,73,71,48,43,6,11,9,15,8
0,179,77,27,3,2,68,66,61,59,62,74,61,53,62,54,52,58,66,64,78,72,74,76,65,67,64,58,61,48,54,51,58,61,48,11,10,11,11,6
0,190,84,21,3,1,11,6,7,11,10,24,60,7,14,38,36,12,22,23,31,17,24,57,24,33,36,14,25,6,7,12,10,19,7,63,70,66,58,69
0,184,75,24,3,3,64,61,22,24,26,53,65,70,26,54,47,55,63,58,70,65,61,62,67,67,57,61,62,68,59,51,44,57,53,6,15,7,6,14
0,172,70,20,4,3,74,71,47,49,54,71,61,59,59,66,56,61,69,64,67,60,52,46,77,78,65,31,70,52,64,65,64,62,56,13,5,7,5,14
0,173,72,25,2,2,69,58,63,57,62,74,65,60,60,67,67,59,67,63,78,66,75,59,76,70,66,55,64,62,33,41,31,47,36,8,13,6,5,11
0,175,70,20,4,3,66,70,30,48,39,59,61,65,36,62,63,63,64,59,84,80,73,62,75,79,62,43,67,55,50,63,56,64,59,6,11,10,8,11
0,180,70,26,3,2,60,57,62,66,64,87,52,46,63,45,44,63,60,58,68,76,85,67,66,65,48,35,36,32,35,54,27,60,37,10,14,7,6,10
0,188,85,23,3,2,49,23,61,64,68,69,58,26,68,33,49,41,64,58,64,55,69,78,48,43,72,62,34,22,21,29,26,37,22,13,8,8,5,15
0,184,70,19,3,1,12,6,5,11,10,17,63,6,11,50,24,13,15,22,43,26,27,58,46,29,66,11,23,7,5,14,12,14,6,65,66,66,63,67
0,178,70,24,3,4,63,68,27,25,28,43,53,60,42,59,58,62,61,56,82,85,72,70,77,76,60,46,62,60,55,42,25,57,50,11,8,12,14,6
0,187,77,22,3,2,71,67,66,65,68,71,72,62,69,58,65,28,67,58,65,67,72,70,54,65,60,50,70,54,46,62,40,46,51,11,5,8,11,12
0,189,75,18,3,2,64,60,39,35,36,32,57,61,30,51,52,62,58,43,67,66,59,67,42,55,55,71,70,70,52,49,35,75,63,10,12,15,11,6
